"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"35-39 years"	"35-39"	"Female"	"F"	183	231430232	0.1	0.1	0.1	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"35-39 years"	"35-39"	"Male"	"M"	54	230611430	0.0	0.0	0.0	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"40-44 years"	"40-44"	"Female"	"F"	267	236277503	0.1	0.1	0.1	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"40-44 years"	"40-44"	"Male"	"M"	104	232968123	0.0	0.0	0.1	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"45-49 years"	"45-49"	"Female"	"F"	357	238712391	0.1	0.1	0.2	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"45-49 years"	"45-49"	"Male"	"M"	152	232932105	0.1	0.1	0.1	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"50-54 years"	"50-54"	"Female"	"F"	458	232356654	0.2	0.2	0.2	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"50-54 years"	"50-54"	"Male"	"M"	242	223575070	0.1	0.1	0.1	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"55-59 years"	"55-59"	"Female"	"F"	537	213742200	0.3	0.2	0.3	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"55-59 years"	"55-59"	"Male"	"M"	290	201411886	0.1	0.1	0.2	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"60-64 years "	"60-64"	"Female"	"F"	601	183215286	0.3	0.3	0.4	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"60-64 years "	"60-64"	"Male"	"M"	354	168055475	0.2	0.2	0.2	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"65-69 years"	"65-69"	"Female"	"F"	780	151235357	0.5	0.5	0.6	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"65-69 years"	"65-69"	"Male"	"M"	444	133793292	0.3	0.3	0.4	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"70-74 years"	"70-74"	"Female"	"F"	1002	122693411	0.8	0.8	0.9	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"70-74 years"	"70-74"	"Male"	"M"	522	102736281	0.5	0.5	0.6	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"75-79 years"	"75-79"	"Female"	"F"	1311	98401757	1.3	1.3	1.4	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"75-79 years"	"75-79"	"Male"	"M"	687	75129413	0.9	0.8	1.0	0.0
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"80-84 years"	"80-84"	"Female"	"F"	1668	75025647	2.2	2.1	2.3	0.1
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"80-84 years"	"80-84"	"Male"	"M"	811	49947616	1.6	1.5	1.7	0.1
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"85-89 years"	"85-89"	"Female"	"F"	1761	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"85-89 years"	"85-89"	"Male"	"M"	772	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"90-94 years"	"90-94"	"Female"	"F"	1371	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"90-94 years"	"90-94"	"Male"	"M"	482	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"95-99 years"	"95-99"	"Female"	"F"	556	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"95-99 years"	"95-99"	"Male"	"M"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"100+ years"	"100+"	"Female"	"F"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	"100+ years"	"100+"	"Male"	"M"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"45-49 years"	"45-49"	"Male"	"M"	15	232932105	Unreliable	0.0	0.0	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"50-54 years"	"50-54"	"Male"	"M"	37	223575070	0.0	0.0	0.0	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"55-59 years"	"55-59"	"Male"	"M"	97	201411886	0.0	0.0	0.1	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"60-64 years "	"60-64"	"Male"	"M"	235	168055475	0.1	0.1	0.2	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"65-69 years"	"65-69"	"Male"	"M"	432	133793292	0.3	0.3	0.4	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"70-74 years"	"70-74"	"Male"	"M"	721	102736281	0.7	0.7	0.8	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"75-79 years"	"75-79"	"Male"	"M"	1241	75129413	1.7	1.6	1.7	0.0
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"80-84 years"	"80-84"	"Male"	"M"	2176	49947616	4.4	4.2	4.5	0.1
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"85-89 years"	"85-89"	"Male"	"M"	2852	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"90-94 years"	"90-94"	"Male"	"M"	2534	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"95-99 years"	"95-99"	"Male"	"M"	1041	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Hyperplasia of prostate (N40)"	"GR113-103"	"100+ years"	"100+"	"Male"	"M"	200	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"< 1 year"	"1"	"Female"	"F"	14	42477103	Unreliable	0.0	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"20-24 years"	"20-24"	"Female"	"F"	34	229052059	0.0	0.0	0.0	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"25-29 years"	"25-29"	"Female"	"F"	41	228601175	0.0	0.0	0.0	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"30-34 years"	"30-34"	"Female"	"F"	59	227330011	0.0	0.0	0.0	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"35-39 years"	"35-39"	"Female"	"F"	100	231430232	0.0	0.0	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"40-44 years"	"40-44"	"Female"	"F"	111	236277503	0.0	0.0	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"45-49 years"	"45-49"	"Female"	"F"	135	238712391	0.1	0.0	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"50-54 years"	"50-54"	"Female"	"F"	134	232356654	0.1	0.0	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"55-59 years"	"55-59"	"Female"	"F"	163	213742200	0.1	0.1	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"60-64 years "	"60-64"	"Female"	"F"	196	183215286	0.1	0.1	0.1	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"65-69 years"	"65-69"	"Female"	"F"	229	151235357	0.2	0.1	0.2	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"70-74 years"	"70-74"	"Female"	"F"	252	122693411	0.2	0.2	0.2	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"75-79 years"	"75-79"	"Female"	"F"	330	98401757	0.3	0.3	0.4	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"80-84 years"	"80-84"	"Female"	"F"	381	75025647	0.5	0.5	0.6	0.0
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"85-89 years"	"85-89"	"Female"	"F"	364	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"90-94 years"	"90-94"	"Female"	"F"	236	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	"95-99 years"	"95-99"	"Female"	"F"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"10-14 years"	"10-14"	"Female"	"F"	30	223802975	0.0	0.0	0.0	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"15-19 years"	"15-19"	"Female"	"F"	767	227307697	0.3	0.3	0.4	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"20-24 years"	"20-24"	"Female"	"F"	2676	229052059	1.2	1.1	1.2	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"25-29 years"	"25-29"	"Female"	"F"	3822	228601175	1.7	1.6	1.7	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"30-34 years"	"30-34"	"Female"	"F"	4083	227330011	1.8	1.7	1.9	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"35-39 years"	"35-39"	"Female"	"F"	3573	231430232	1.5	1.5	1.6	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"40-44 years"	"40-44"	"Female"	"F"	1909	236277503	0.8	0.8	0.8	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"45-49 years"	"45-49"	"Female"	"F"	897	238712391	0.4	0.4	0.4	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"50-54 years"	"50-54"	"Female"	"F"	1002	232356654	0.4	0.4	0.5	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"55-59 years"	"55-59"	"Female"	"F"	38	213742200	0.0	0.0	0.0	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"60-64 years "	"60-64"	"Female"	"F"	16	183215286	Unreliable	0.0	0.0	0.0
	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	"65-69 years"	"65-69"	"Female"	"F"	10	151235357	Unreliable	0.0	0.0	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"15-19 years"	"15-19"	"Female"	"F"	41	227307697	0.0	0.0	0.0	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"20-24 years"	"20-24"	"Female"	"F"	120	229052059	0.1	0.0	0.1	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"25-29 years"	"25-29"	"Female"	"F"	144	228601175	0.1	0.1	0.1	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"30-34 years"	"30-34"	"Female"	"F"	139	227330011	0.1	0.1	0.1	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"35-39 years"	"35-39"	"Female"	"F"	135	231430232	0.1	0.0	0.1	0.0
	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	"40-44 years"	"40-44"	"Female"	"F"	40	236277503	0.0	0.0	0.0	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"10-14 years"	"10-14"	"Female"	"F"	27	223802975	0.0	0.0	0.0	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"15-19 years"	"15-19"	"Female"	"F"	726	227307697	0.3	0.3	0.3	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"20-24 years"	"20-24"	"Female"	"F"	2556	229052059	1.1	1.1	1.2	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"25-29 years"	"25-29"	"Female"	"F"	3678	228601175	1.6	1.6	1.7	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"30-34 years"	"30-34"	"Female"	"F"	3944	227330011	1.7	1.7	1.8	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"35-39 years"	"35-39"	"Female"	"F"	3438	231430232	1.5	1.4	1.5	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"40-44 years"	"40-44"	"Female"	"F"	1869	236277503	0.8	0.8	0.8	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"45-49 years"	"45-49"	"Female"	"F"	889	238712391	0.4	0.3	0.4	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"50-54 years"	"50-54"	"Female"	"F"	996	232356654	0.4	0.4	0.5	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"55-59 years"	"55-59"	"Female"	"F"	38	213742200	0.0	0.0	0.0	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"60-64 years "	"60-64"	"Female"	"F"	16	183215286	Unreliable	0.0	0.0	0.0
	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	"65-69 years"	"65-69"	"Female"	"F"	10	151235357	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"< 1 year"	"1"	"Female"	"F"	121507	42477103	286.1	284.4	287.7	0.8
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"< 1 year"	"1"	"Male"	"M"	156561	44436653	352.3	350.6	354.1	0.9
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"1-4 years"	"1-4"	"Female"	"F"	532	170430172	0.3	0.3	0.3	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"1-4 years"	"1-4"	"Male"	"M"	754	178140207	0.4	0.4	0.5	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"5-9 years"	"5-9"	"Female"	"F"	162	216636220	0.1	0.1	0.1	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"5-9 years"	"5-9"	"Male"	"M"	204	226500076	0.1	0.1	0.1	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"10-14 years"	"10-14"	"Female"	"F"	135	223802975	0.1	0.1	0.1	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"10-14 years"	"10-14"	"Male"	"M"	151	234284030	0.1	0.1	0.1	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"15-19 years"	"15-19"	"Female"	"F"	80	227307697	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"15-19 years"	"15-19"	"Male"	"M"	131	239483577	0.1	0.0	0.1	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"20-24 years"	"20-24"	"Female"	"F"	57	229052059	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"20-24 years"	"20-24"	"Male"	"M"	66	239951389	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"25-29 years"	"25-29"	"Female"	"F"	37	228601175	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"25-29 years"	"25-29"	"Male"	"M"	48	234285878	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"30-34 years"	"30-34"	"Female"	"F"	30	227330011	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"30-34 years"	"30-34"	"Male"	"M"	27	229872405	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"35-39 years"	"35-39"	"Female"	"F"	21	231430232	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"35-39 years"	"35-39"	"Male"	"M"	31	230611430	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"40-44 years"	"40-44"	"Female"	"F"	25	236277503	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"40-44 years"	"40-44"	"Male"	"M"	28	232968123	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"45-49 years"	"45-49"	"Female"	"F"	16	238712391	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"45-49 years"	"45-49"	"Male"	"M"	30	232932105	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"50-54 years"	"50-54"	"Female"	"F"	22	232356654	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"50-54 years"	"50-54"	"Male"	"M"	26	223575070	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"55-59 years"	"55-59"	"Female"	"F"	16	213742200	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"55-59 years"	"55-59"	"Male"	"M"	22	201411886	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"60-64 years "	"60-64"	"Female"	"F"	13	183215286	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"60-64 years "	"60-64"	"Male"	"M"	19	168055475	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"65-69 years"	"65-69"	"Male"	"M"	21	133793292	0.0	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"70-74 years"	"70-74"	"Male"	"M"	15	102736281	Unreliable	0.0	0.0	0.0
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Not Stated"	"NS"	"Female"	"F"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	"Not Stated"	"NS"	"Male"	"M"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"< 1 year"	"1"	"Female"	"F"	53695	42477103	126.4	125.3	127.5	0.5
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"< 1 year"	"1"	"Male"	"M"	59614	44436653	134.2	133.1	135.2	0.5
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"1-4 years"	"1-4"	"Female"	"F"	5139	170430172	3.0	2.9	3.1	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"1-4 years"	"1-4"	"Male"	"M"	5520	178140207	3.1	3.0	3.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"5-9 years"	"5-9"	"Female"	"F"	1989	216636220	0.9	0.9	1.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"5-9 years"	"5-9"	"Male"	"M"	2140	226500076	0.9	0.9	1.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"10-14 years"	"10-14"	"Female"	"F"	1790	223802975	0.8	0.8	0.8	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"10-14 years"	"10-14"	"Male"	"M"	2096	234284030	0.9	0.9	0.9	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"15-19 years"	"15-19"	"Female"	"F"	1843	227307697	0.8	0.8	0.8	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"15-19 years"	"15-19"	"Male"	"M"	2778	239483577	1.2	1.1	1.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"20-24 years"	"20-24"	"Female"	"F"	1929	229052059	0.8	0.8	0.9	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"20-24 years"	"20-24"	"Male"	"M"	2809	239951389	1.2	1.1	1.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"25-29 years"	"25-29"	"Female"	"F"	1942	228601175	0.8	0.8	0.9	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"25-29 years"	"25-29"	"Male"	"M"	2720	234285878	1.2	1.1	1.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"30-34 years"	"30-34"	"Female"	"F"	2092	227330011	0.9	0.9	1.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"30-34 years"	"30-34"	"Male"	"M"	2721	229872405	1.2	1.1	1.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"35-39 years"	"35-39"	"Female"	"F"	2247	231430232	1.0	0.9	1.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"35-39 years"	"35-39"	"Male"	"M"	2718	230611430	1.2	1.1	1.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"40-44 years"	"40-44"	"Female"	"F"	2542	236277503	1.1	1.0	1.1	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"40-44 years"	"40-44"	"Male"	"M"	3032	232968123	1.3	1.3	1.3	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"45-49 years"	"45-49"	"Female"	"F"	3178	238712391	1.3	1.3	1.4	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"45-49 years"	"45-49"	"Male"	"M"	3728	232932105	1.6	1.5	1.7	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"50-54 years"	"50-54"	"Female"	"F"	3986	232356654	1.7	1.7	1.8	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"50-54 years"	"50-54"	"Male"	"M"	4510	223575070	2.0	2.0	2.1	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"55-59 years"	"55-59"	"Female"	"F"	4894	213742200	2.3	2.2	2.4	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"55-59 years"	"55-59"	"Male"	"M"	5233	201411886	2.6	2.5	2.7	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"60-64 years "	"60-64"	"Female"	"F"	4190	183215286	2.3	2.2	2.4	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"60-64 years "	"60-64"	"Male"	"M"	4573	168055475	2.7	2.6	2.8	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"65-69 years"	"65-69"	"Female"	"F"	2959	151235357	2.0	1.9	2.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"65-69 years"	"65-69"	"Male"	"M"	3007	133793292	2.2	2.2	2.3	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"70-74 years"	"70-74"	"Female"	"F"	2340	122693411	1.9	1.8	2.0	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"70-74 years"	"70-74"	"Male"	"M"	2192	102736281	2.1	2.0	2.2	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"75-79 years"	"75-79"	"Female"	"F"	2347	98401757	2.4	2.3	2.5	0.0
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"75-79 years"	"75-79"	"Male"	"M"	2022	75129413	2.7	2.6	2.8	0.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"80-84 years"	"80-84"	"Female"	"F"	2519	75025647	3.4	3.2	3.5	0.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"80-84 years"	"80-84"	"Male"	"M"	1892	49947616	3.8	3.6	4.0	0.1
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"85-89 years"	"85-89"	"Female"	"F"	2231	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"85-89 years"	"85-89"	"Male"	"M"	1518	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"90-94 years"	"90-94"	"Female"	"F"	1462	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"90-94 years"	"90-94"	"Male"	"M"	780	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"95-99 years"	"95-99"	"Female"	"F"	557	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"95-99 years"	"95-99"	"Male"	"M"	221	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	"100+ years"	"100+"	"Female"	"F"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
