"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"80-84 years"	"80-84"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	33	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	56	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other malformations of cerebral vessels"	"Q28.3"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Diverticulum of oesophagus"	"Q39.6"	34	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Meckel diverticulum"	"Q43.0"	15	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital malformations of intestinal fixation"	"Q43.3"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital malformation of intestine, unspecified"	"Q43.9"	17	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Cystic disease of liver"	"Q44.6"	18	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital malformation of digestive system, unspecified"	"Q45.9"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Renal agenesis, unilateral"	"Q60.0"	25	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital single renal cyst"	"Q61.0"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Polycystic kidney, adult type"	"Q61.2"	28	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Polycystic kidney, unspecified"	"Q61.3"	459	75025647	0.6	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital deformity of spine"	"Q67.5"	18	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Osteogenesis imperfecta"	"Q78.0"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other congenital malformations of diaphragm"	"Q79.1"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Mastocytosis"	"Q82.2"	27	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	52	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Marfan syndrome"	"Q87.4"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified congenital malformations"	"Q89.8"	17	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Congenital malformation, unspecified"	"Q89.9"	116	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Down syndrome, unspecified"	"Q90.9"	32	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Tachycardia, unspecified"	"R00.0"	20	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Bradycardia, unspecified"	"R00.1"	202	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Gangrene, not elsewhere classified"	"R02"	158	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Epistaxis"	"R04.0"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Haemoptysis"	"R04.2"	38	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	90	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Dyspnoea"	"R06.0"	324	75025647	0.4	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Hyperventilation"	"R06.4"	69	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified abnormalities of breathing"	"R06.8"	362	75025647	0.5	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Chest pain, unspecified"	"R07.4"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Asphyxia"	"R09.0"	411	75025647	0.5	0.5	0.6	0.0	0.0%
	"80-84 years"	"80-84"	"Respiratory arrest"	"R09.2"	4028	75025647	5.4	5.2	5.5	0.1	0.0%
	"80-84 years"	"80-84"	"Other specified symptoms and signs involving the circulatory and respiratory systems"	"R09.8"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Acute abdomen"	"R10.0"	31	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified abdominal pain"	"R10.4"	67	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Nausea and vomiting"	"R11"	16	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Dysphagia"	"R13"	262	75025647	0.3	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Ascites"	"R18"	24	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	159	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	339	75025647	0.5	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Localized swelling, mass and lump, neck"	"R22.1"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Localized swelling, mass and lump, trunk"	"R22.2"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	119	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Coma, unspecified"	"R40.2"	37	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	136	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Dysphasia and aphasia"	"R47.0"	32	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Fever, unspecified"	"R50.9"	47	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other chronic pain"	"R52.2"	17	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Malaise and fatigue"	"R53"	2758	75025647	3.7	3.5	3.8	0.1	0.0%
	"80-84 years"	"80-84"	"Senility"	"R54"	7180	75025647	9.6	9.3	9.8	0.1	0.0%
	"80-84 years"	"80-84"	"Syncope and collapse"	"R55"	59	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified convulsions"	"R56.8"	401	75025647	0.5	0.5	0.6	0.0	0.0%
	"80-84 years"	"80-84"	"Cardiogenic shock"	"R57.0"	833	75025647	1.1	1.0	1.2	0.0	0.0%
	"80-84 years"	"80-84"	"Hypovolaemic shock"	"R57.1"	62	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other shock"	"R57.8"	144	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Shock, unspecified"	"R57.9"	534	75025647	0.7	0.7	0.8	0.0	0.0%
	"80-84 years"	"80-84"	"Haemorrhage, not elsewhere classified"	"R58"	737	75025647	1.0	0.9	1.1	0.0	0.0%
	"80-84 years"	"80-84"	"Generalized oedema"	"R60.1"	24	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other lack of expected normal physiological development"	"R62.8"	8452	75025647	11.3	11.0	11.5	0.1	0.0%
	"80-84 years"	"80-84"	"Anorexia"	"R63.0"	175	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Abnormal weight loss"	"R63.4"	64	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Insufficient intake of food and water due to self neglect"	"R63.6"	29	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other symptoms and signs concerning food and fluid intake"	"R63.8"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Cachexia"	"R64"	512	75025647	0.7	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified general symptoms and signs"	"R68.8"	2082	75025647	2.8	2.7	2.9	0.1	0.0%
	"80-84 years"	"80-84"	"Intracranial space-occupying lesion"	"R90.0"	25	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Abnormal findings on diagnostic imaging of lung"	"R91"	502	75025647	0.7	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Instantaneous death"	"R96.0"	321	75025647	0.4	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Other ill-defined and unspecified causes of mortality"	"R99"	10642	75025647	14.2	13.9	14.5	0.1	0.0%
	"80-84 years"	"80-84"	"COVID-19"	"U07.1"	22648	75025647	30.2	29.8	30.6	0.2	0.1%
	"80-84 years"	"80-84"	"Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"	"V02.1"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	158	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	930	75025647	1.2	1.2	1.3	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	62	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	24	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	109	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	47	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	837	75025647	1.1	1.0	1.2	0.0	0.0%
	"80-84 years"	"80-84"	"Pedestrian injured in unspecified transport accident"	"V09.9"	34	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	1083	75025647	1.4	1.4	1.5	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	846	75025647	1.1	1.1	1.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"	"V43.9"	114	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V44.5"	183	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V44.6"	106	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant injured in traffic accident"	"V44.9"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident"	"V45.5"	20	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with fixed or stationary object, driver injured in nontraffic accident"	"V47.0"	15	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	325	75025647	0.4	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	157	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident"	"V47.9"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in noncollision transport accident, person injured while boarding or alighting"	"V48.4"	34	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	123	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in noncollision transport accident, passenger injured in traffic accident"	"V48.6"	123	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"	"V48.9"	28	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.4"	176	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.5"	191	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident"	"V49.6"	50	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	459	75025647	0.6	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V53.5"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V53.6"	52	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"	"V54.5"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V54.6"	26	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident"	"V57.5"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V57.6"	22	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident"	"V58.5"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident"	"V58.6"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Passenger injured in collision with other and unspecified motor vehicles in traffic accident"	"V59.5"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	53	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	28	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	1963	75025647	2.6	2.5	2.7	0.1	0.0%
	"80-84 years"	"80-84"	"Person injured in collision between other specified motor vehicles, nontraffic"	"V88.7"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	73	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	3397	75025647	4.5	4.4	4.7	0.1	0.0%
	"80-84 years"	"80-84"	"Person injured in unspecified vehicle accident"	"V89.9"	48	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified aircraft accident injuring occupant"	"V95.9"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Fall on same level involving ice and snow"	"W00"	107	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Fall on same level from slipping, tripping and stumbling"	"W01"	1587	75025647	2.1	2.0	2.2	0.1	0.0%
	"80-84 years"	"80-84"	"Fall involving ice-skates, skis, roller-skates or skateboards"	"W02"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other fall on same level due to collision with, or pushing by, another person"	"W03"	14	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Fall while being carried or supported by other persons"	"W04"	50	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Fall involving wheelchair"	"W05"	784	75025647	1.0	1.0	1.1	0.0	0.0%
	"80-84 years"	"80-84"	"Fall involving bed"	"W06"	1482	75025647	2.0	1.9	2.1	0.1	0.0%
	"80-84 years"	"80-84"	"Fall involving chair"	"W07"	462	75025647	0.6	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Fall involving other furniture"	"W08"	145	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Fall on and from stairs and steps"	"W10"	3159	75025647	4.2	4.1	4.4	0.1	0.0%
	"80-84 years"	"80-84"	"Fall on and from ladder"	"W11"	63	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Fall from, out of or through building or structure"	"W13"	187	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Diving or jumping into water causing injury other than drowning or submersion"	"W16"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other fall from one level to another"	"W17"	268	75025647	0.4	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Other fall on same level"	"W18"	14819	75025647	19.8	19.4	20.1	0.2	0.1%
	"80-84 years"	"80-84"	"Unspecified fall"	"W19"	23904	75025647	31.9	31.5	32.3	0.2	0.1%
	"80-84 years"	"80-84"	"Struck by thrown, projected or falling object"	"W20"	66	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Striking against or struck by other objects"	"W22"	97	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	32	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	20	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with powered lawnmower"	"W28"	18	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with agricultural machinery"	"W30"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Discharge from other and unspecified firearms"	"W34"	29	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Explosion of other materials"	"W40"	31	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Foreign body entering into or through eye or natural orifice"	"W44"	21	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Striking against or bumped into by another person"	"W51"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Bitten or struck by dog"	"W54"	25	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Bitten or struck by other mammals"	"W55"	21	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion while in bath-tub"	"W65"	237	75025647	0.3	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion following fall into bath-tub"	"W66"	27	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion while in swimming-pool"	"W67"	134	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion following fall into swimming-pool"	"W68"	33	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion while in natural water"	"W69"	88	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion following fall into natural water"	"W70"	44	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified drowning and submersion"	"W73"	32	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified drowning and submersion"	"W74"	85	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental suffocation and strangulation in bed"	"W75"	63	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other accidental hanging and strangulation"	"W76"	20	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Inhalation of gastric contents"	"W78"	440	75025647	0.6	0.5	0.6	0.0	0.0%
	"80-84 years"	"80-84"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1219	75025647	1.6	1.5	1.7	0.0	0.0%
	"80-84 years"	"80-84"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	5142	75025647	6.9	6.7	7.0	0.1	0.0%
	"80-84 years"	"80-84"	"Other specified threats to breathing"	"W83"	30	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified threat to breathing"	"W84"	126	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to uncontrolled fire in building or structure"	"X00"	1626	75025647	2.2	2.1	2.3	0.1	0.0%
	"80-84 years"	"80-84"	"Exposure to uncontrolled fire, not in building or structure"	"X01"	25	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to controlled fire in building or structure"	"X02"	36	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to controlled fire, not in building or structure"	"X03"	14	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to ignition of highly flammable material"	"X04"	29	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to ignition or melting of nightwear"	"X05"	12	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to ignition or melting of other clothing and apparel"	"X06"	140	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to other specified smoke, fire and flames"	"X08"	44	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to unspecified smoke, fire and flames"	"X09"	215	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with hot tap-water"	"X11"	58	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with other hot fluids"	"X12"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with hot household appliances"	"X15"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with hot heating appliances, radiators and pipes"	"X16"	15	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Contact with other and unspecified heat and hot substances"	"X19"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to excessive natural heat"	"X30"	299	75025647	0.4	0.4	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to excessive natural cold"	"X31"	696	75025647	0.9	0.9	1.0	0.0	0.0%
	"80-84 years"	"80-84"	"Victim of cataclysmic storm"	"X37"	125	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to other and unspecified forces of nature"	"X39"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	93	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	77	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	167	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X43"	15	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	1119	75025647	1.5	1.4	1.6	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to alcohol"	"X45"	33	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	283	75025647	0.4	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	67	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Lack of food"	"X53"	80	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to other specified factors"	"X58"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to unspecified factor"	"X59"	4911	75025647	6.5	6.4	6.7	0.1	0.0%
	"80-84 years"	"80-84"	"Exposure to unspecified factor causing fracture"	"X59.0"	3969	75025647	5.3	5.1	5.5	0.1	0.0%
	"80-84 years"	"80-84"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	2276	75025647	3.0	2.9	3.2	0.1	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	58	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	172	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	119	75025647	0.2	0.1	0.2	0.0	0.0%
